ID;Nombre;Nombre Propietario;Nombre Grupo;Comuna;Tipo Central;Nemotecnico;Descripcion;Estado (Operativa/En Pruebas / En Construccion);Nombre Embalse;Nombre Cuenca;11.1.1 Cantidad unidades generadoras;11.1.2 Puntos de conexión al SI a través de los cuales inyecta energía.;11.1.4 Potencia máxima bruta, para cada tipo de combustible que pueda operar;11.1.5 Consumos propios como % de la potencia máxima bruta;11.1.6 Capacidad máxima, Potencia neta efectiva;11.1.7 Potencia mínima técnica, para cada combustible que pueda operar;11.1.11 Fecha de entrada en operación;Clasificacion;Distribuidora;Diagrama PQ equivalente de la central;Tipo de conversión de energía;Convencional / ERNC;Medio de generacion según DS 244;11.1.38 Tipo;11.1.38 Región;11.1.8 Provincia;11.1.8 Comuna;11.1.38 Número de Comunas de Emplazamiento;11.1.38 Sala de Maquinas: Comuna;11.1.38 Bocatoma: Comuna;11.1.38 Represa: Comuna;11.1.38 Embalse Comuna 1;11.1.38 Embalse Comuna 2;11.1.38 Embalse Comuna 3;11.1.39 Coordenada este;11.1.39 Coordenada norte;11.1.39 Zona o huso [ej: 18H, 19J];11.1.40 Parámetros de partida y detención;Seguimiento;Tecnología;Área de paneles (m2);Modelo del panel;Generación anual de diseño (GWh);Inversión;Empresa;Fecha ingreso SEIA;Fecha de aprobación;LINK;
66;CASABLANCA 2;TECNORED;TECNORED;Casablanca;Termoeléctricas;CE11G031;PMGD;Operativa;no aplica;no aplica;2;S/E CASABLANCA 12KV;0,9;0;0,9;0;2007;TÉRMICA;no aplica;;;;PMGD;DIESEL;VALPARAÍSO;VALPARAÍSO;CASABLANCA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;277324,011;6309987,988;19H;;;;;;;;;;;;
67;CURAUMA;TECNORED;TECNORED;Valparaíso;Termoeléctricas;CE03G031;PMGD;Operativa;no aplica;no aplica;3;S/E CURAUMA;2,5;0;2,5;0;2007;TÉRMICA;Chilquinta;;;;PMGD;DIESEL;VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;261454,9754;6331485,978;19H;;;;;;;;;;;;
68;TAPIHUE;TECNORED;TECNORED;Casablanca;Termoeléctricas;CE10G031;PMGD;Operativa;no aplica;no aplica;2;S/E CASABLANCA;6,4;0;6,4;0;27-08-2009 0:00:00;TÉRMICA;Energia Casablanca S.A.;;;;PMGD;Gas Natural;VALPARAÍSO;VALPARAÍSO;CASABLANCA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;277557,0082;6309276,069;19H;;;;;;;;;;;;
69;ALFALFAL;AES GENER;AES GENER;San José de Maipo;Hidroeléctricas;CE01G010;;Operativa;no aplica;no aplica;2;S/E CENTRAL ALFALFAL 220KV;178;;;0;1991;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;1;SAN JOSÉ DE MAIPO;SAN JOSÉ DE MAIPO;no aplica;no aplica;no aplica;no aplica;389189,3081;6292544,827;19H;;;;;;;;;;;;
70;LAGUNA VERDE;AES GENER;AES GENER;Valparaíso;Termoeléctricas;CE03G010;;Operativa;no aplica;no aplica;2;S/E CENTRAL LAGUNA VERDE 110KV B1;15,773;4,393583973;15,08;7;"1939-U1; 1949-U2";TÉRMICA;no aplica;;;;no aplica;DIESEL;VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;250126,9996;6334104,019;19H;;;;;;;;;;;;
71;LAGUNA VERDE TG;AES GENER;AES GENER;Valparaíso;Termoeléctricas;CE09G010;;Operativa;no aplica;no aplica;1;S/E CENTRAL LAGUNA VERDE 110KV B1;24,577;4,394352443;23,497;5;03/03/2004 12:00:00 a.m.;TÉRMICA;no aplica;;;;no aplica;DIESEL;VALPARAÍSO;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;250164,9609;6334088,035;19H;;;;;;;;;;;;
72;LOS VIENTOS;GENERADORA METROPOLITANA SPA;GENERADORA METROPOLITANA SPA;Llaillay;Termoeléctricas;CE07G450;;Operativa;no aplica;no aplica;1;S/E LAS VEGAS 110KV;133,6;1,295658683;131,869;30;03/01/2007 12:00:00 A.M.;TÉRMICA;no aplica;;;;no aplica;DIESEL;VALPARAÍSO;SAN FELIPE DE ACONCAGUA;LLAILLAY;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;311620,9964;6364227,034;19H;;;;;;;;;;;;
73;MAITENES;AES GENER;AES GENER;San José de Maipo;Hidroeléctricas;CE04G010;;Operativa;no aplica;no aplica;5;S/E CENTRAL MAITENES 110KV;31;0,28;30,9132;0;"1923 U1-U2-U3; 1989 U4-U5";HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;1;SAN JOSE DE MAIPO;SAN JOSE DE MAIPO;no aplica;no aplica;no aplica;no aplica;382836,1919;6289164,103;19H;;;;;;;;;;;;
74;QUELTEHUES;AES GENER;AES GENER;San José de Maipo;Hidroeléctricas;CE05G010;;Operativa;no aplica;no aplica;3;S/E CENTRAL QUELTEHUES 110KV;49;0,12;48,9412;0;1928;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;1;SAN JOSE DE MAIPO;SAN JOSE DE MAIPO;no aplica;no aplica;no aplica;no aplica;387157,0308;6257927,471;19H;;;;;;;;;;;;
75;SANTA LIDIA;GENERADORA METROPOLITANA SPA;GENERADORA METROPOLITANA SPA;Los Angeles;Termoeléctricas;CE08G450;;Operativa;no aplica;no aplica;1;S/E CHARRUA 220KV B2;139;1;137,61;30;24/04/2009 12:00:00 a.m.;TÉRMICA;no aplica;;;;no aplica;DIESEL;BÍO BÍO;BÍO BÍO;LOS ÁNGELES;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;738504,9777;5861300,029;18H;;;;;;;;;;;;
76;VENTANAS 1;AES GENER;AES GENER;Puchuncaví;Termoeléctricas;CE06G010;;Operativa;no aplica;no aplica;1;S/E VENTANAS 110KV B1;114,196;7,438964587;105,701;60;01/01/1964 12:00:00 a.m.;TÉRMICA;no aplica;;;;no aplica;carbon;VALPARAÍSO;VALPARAÍSO;PUCHUNCAVÍ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;267343,0426;6373528,041;19H;;;;;;;;;;;;
77;VOLCÁN;AES GENER;AES GENER;San José de Maipo;Hidroeléctricas;CE02G010;;Operativa;no aplica;no aplica;1;S/E CENTRAL QUELTEHUES 110KV;13;0,023;12,99701;0;01/01/1944 12:00:00 a.m.;ERNC;no aplica;;;;no aplica;Mini Hidráulica de Pasada;METROPOLITANA DE SANTIAGO;CORDILLERA;SAN JOSÉ DE MAIPO;1;SAN JOSÉ DE MAIPO;SAN JOSÉ DE MAIPO;no aplica;no aplica;no aplica;no aplica;387574,84;6257066,703;19H;;;;;;;;;;;;
78;ANTILHUE TG;COLBUN;COLBUN;Valdivia;Termoeléctricas;CE22G004;;Operativa;no aplica;no aplica;2;S/E ANTILHUE 220KV;102,5;1,18;101,2905;17;"U1-07/01/2005; U2-24/09/2005";TÉRMICA;no aplica;;;;no aplica;DIESEL;DE LOS RÍOS;VALDIVIA;VALDIVIA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;655366,5373;5592768,421;18H;;;;;;;;;;;;
79;HORCONES TG;ARAUCO BIOENERGÍA;ARAUCO;Arauco;Termoeléctricas;CE01G002;;Operativa;no aplica;no aplica;1;S/E CENTRAL HORCONES 66KV;24,3;0;24,3;4;22-09-2004;TÉRMICA;CGE;En anexo;;;no aplica;DIESEL;BÍO BÍO;ARAUCO;ARAUCO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;658246,0001;5880178,014;18H;En anexo;;;;;;;;;;;
80;NUEVA ALDEA II;ARAUCO BIOENERGÍA;ARAUCO;Ránquil;Termoeléctricas;CE02G002;;Operativa;no aplica;no aplica;1;S/E NUEVA ALDEA 15KV;10;0;10;2;01/05/2006;TÉRMICA;CGE Transmisión;En anexo;;;no aplica;Diesel;ÑUBLE;ITATA;RANQUIL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;725284,9619;5939907,073;18H;En anexo;;;;;;;;;;;
81;PUNTA COLORADA;BARRICK GENERACIÓN;BARRICK;La Higuera;Termoeléctricas;CE02G062;;Operativa;no aplica;no aplica;1;S/E PUNTA COLORADA 220KV;17;2,3;16,609;12,3;03/12/2010 12:00:00 A.M.;TÉRMICA;no aplica;;;;no aplica;DIESEL;COQUIMBO;ELQUI;LA HIGUERA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;301710,0439;6749640,971;19J;;;;;;;;;;;;
82;YUNGAY;ORAZUL ENERGY CHILE HOLDING;DUKE ENERGY;Cabrero;Termoeléctricas;CE01G029;EX CAMPANARIO;Operativa;no aplica;no aplica;4;S/E YUNGAY 154KV;194,868;0,153950366;194,568;25;"21/03/2007 U1-U2; 02/05/2008-U3; 23/07/2010-*U4";TÉRMICA;no aplica;;;;no aplica;DIESEL;BÍO BÍO;BÍO BÍO;CABRERO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;740521,9875;5889996,018;18H;;;;;;;;;;;;
83;CANELA II;GASATACAMA;GASATACAMA;Canela;Eólicas;CE06G219;;Operativa;no aplica;no aplica;40;S/E LAS PALMAS 220KV BA-A;60;1;59,4;0;12/11/2009 12:00:00 A.M.;ERNC;no aplica;;;;no aplica;EÓLICA;COQUIMBO;CHOAPA;CANELA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;252455,9996;6532721,018;19J;Anexo 2339_Informe TP TD Mínimo Técnico Canela I y II_V2;;;;;;;;;;;
84;ARAUCO;CELULOSA ARAUCO;CELULOSA ARAUCO Y CONSTITUCION S.A.;Arauco;Termoeléctricas;CE07L089;;Operativa;no aplica;no aplica;2;S/E PLANTA ARAUCO 66KV;24;0;24;0;"TG 4-5 10-04-1996; TG 6 03-02-20112";ERNC;CGE;En anexo;;;no aplica;Térmica Vapor;BÍO BÍO;ARAUCO;ARAUCO;1;HORCONES;no aplica;no aplica;no aplica;no aplica;no aplica;657755,9727;5880439,994;18H;En anexo;;;;;;;;;;;
86;LICANTEN;CELULOSA ARAUCO;CELULOSA ARAUCO Y CONSTITUCION S.A.;Licantén;Termoeléctricas;CE04L089;;Operativa;no aplica;no aplica;1;S/E Licanten 66KV;6;0;6;0;28-04-04;ERNC;CGE;En anexo;;;no aplica;Térmica;MAULE;CURICO;LICANTEN;1;LICANTÉN;no aplica;no aplica;no aplica;no aplica;no aplica;772016,9839;6124208,047;18H;En anexo;;;;;;;;;;;
87;NUEVA ALDEA III;CELULOSA ARAUCO;CELULOSA ARAUCO Y CONSTITUCION S.A.;Ránquil;Termoeléctricas;CE03L089;;Operativa;no aplica;no aplica;1;S/E NUEVA ALDEA 66KV;37;0;37;0;01-05-2008;ERNC;CGE Transmisión;En anexo;;;no aplica;Térmica Vapor;ÑUBLE;ITATA;RÁNQUIL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;725029,0344;5939668,965;18H;En anexo;;;;;;;;;;;
88;VALDIVIA;CELULOSA ARAUCO;CELULOSA ARAUCO Y CONSTITUCION S.A.;Mariquina;Termoeléctricas;CE05L089;;Operativa;no aplica;no aplica;1;S/E CIRUELOS 220KV;61;0;61;0;12-05-04;ERNC;Transelec;En anexo;;;no aplica;Térmica;DE LOS RÍOS;VALDIVIA;MARIQUINA;1;SAN JOSÉ DE LA MARIQUINA;no aplica;no aplica;no aplica;no aplica;no aplica;680338,9666;5618578,062;18H;En anexo;;;;;;;;;;;
89;CANDELARIA;COLBUN;COLBUN;Mostazal;Termoeléctricas;CE02G004;;Operativa;no aplica;no aplica;2;S/E CANDELARIA 220KV;256,06;1,2803;255,4225;18,5;"U2-02/05/2005; U1-16/05/2005";TÉRMICA;no aplica;;;;no aplica;Gas Natural;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;MOSTAZAL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;351019,9802;6232915,014;19H;;;;;;;;;;;;
90;CANUTILLAR;COLBUN;COLBUN;Cochamó;Hidroeléctricas;CE13G004;;Operativa;CHAPO;no aplica;2;S/E CENTRAL CANUTILLAR 220KV;160;;;40;1990;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;DE LOS LAGOS;LLANQUIHUE;COCHAMÓ;2;COCHAMO;PUERTO MONTT;COCHAMO;no aplica;no aplica;no aplica;721777,5495;5399336,144;18G;;;;;;;;;;;;
91;CHIBURGO;COLBUN;COLBUN;Colbún;Hidroeléctricas;CE10G004;;Operativa;no aplica;no aplica;2;S/E CENTRAL CHIBURGO 66KV;19,4;1,25;19,1575;3,64;19-07-2007 0:00:00;ERNC;no aplica;;;;no aplica;Hidraulica Pasada;MAULE;LINARES;COLBÚN;1;COLBÚN;no aplica;no aplica;no aplica;no aplica;no aplica;286804,0006;6051019,85;19H;;;;;;;;;;;;
92;COLBÚN;COLBUN;COLBUN;Colbún;Hidroeléctricas;CE01G004;;Operativa;COLBÚN;no aplica;2;S/E COLBUN 220KV;474;;;100;1985;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;MAULE;LINARES;COLBÚN;2;COLBUN;COLBUN;COLBUN;SAN CLEMENTE;COLBUN;no aplica;285472,7719;6048404,247;19H;;;;;;;;;;;;
93;LOS PINOS;COLBUN;COLBUN;Cabrero;Termoeléctricas;CE11G004;;Operativa;no aplica;no aplica;1;S/E CENTRAL LOS PINOS 220KV;104,194;1,3;102,839478;17;2009;TÉRMICA;no aplica;;;;no aplica;DIESEL;BÍO BÍO;BÍO BÍO;CABRERO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;737790,9518;5892300,926;18H;;;;;;;;;;;;
94;MACHICURA;COLBUN;COLBUN;Colbún;Hidroeléctricas;CE03G004;;Operativa;MACHICURA;no aplica;2;S/E MACHICURA 220KV;95;;;18,6;1985;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;MAULE;LINARES;COLBÚN;1;COLBUN;no aplica;no aplica;no aplica;no aplica;no aplica;283144,297;6043076,017;19H;;;;;;;;;;;;
99;NEHUENCO 9B;COLBUN;COLBUN;Quillota;Termoeléctricas;CE06G004;;Operativa;no aplica;no aplica;1;S/E SAN LUIS 220KV;108;1;106,92;60;15-05-2002 0:00:00;TÉRMICA;no aplica;;;;no aplica;DIESEL;VALPARAÍSO;QUILLOTA;QUILLOTA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;282805,9569;6353344,066;19H;;;;;;;;;;;;
100;QUILLECO;COLBUN;COLBUN;Quilleco;Hidroeléctricas;CE09G004;;Operativa;no aplica;no aplica;2;S/E CENTRAL QUILLECO 220KV;70;;;18,6;"U1-30/04/2007; U2-28/05/2007";HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;BÍO BÍO;BÍO BÍO;QUILLECO;1;QUILLECO;no aplica;no aplica;no aplica;no aplica;no aplica;238153,1197;5863700,441;19H;;;;;;;;;;;;
101;RUCÚE;COLBUN;COLBUN;Quilleco;Hidroeléctricas;CE07G004;;Operativa;no aplica;no aplica;2;S/E CENTRAL RUCUE 220KV B2;178;;;35,3;1998;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;BÍO BÍO;BÍO BÍO;QUILLECO;1;QUILLECO;no aplica;no aplica;no aplica;no aplica;no aplica;246276,8229;5861311,963;19H;;;;;;;;;;;;
102;SAN CLEMENTE;COLBUN;COLBUN;San Clemente;Hidroeléctricas;CE12G004;PMG;Operativa;no aplica;no aplica;1;S/E CENTRAL CHIBURGO 66KV;5,9;0,25;5,88525;1,35;16-09-2010 0:00:00;ERNC;no aplica;;;;PMG;Hidraulica Pasada;MAULE;TALCA;SAN CLEMENTE;1;SAN CLEMENTE;no aplica;no aplica;no aplica;no aplica;no aplica;286638,5093;6058173,889;19H;;;;;;;;;;;;
103;SAN IGNACIO;COLBUN;COLBUN;Yerbas Buenas;Hidroeléctricas;CE08G004;;Operativa;no aplica;no aplica;1;TAP SAN CLEMENTE 66KV;37;0,23;36,9149;5,7;1996;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;MAULE;LINARES;YERBAS BUENAS;1;YERBAS BUENAS;no aplica;no aplica;no aplica;no aplica;no aplica;269811,2285;6055815,685;19H;;;;;;;;;;;;
104;SANTA MARÍA;COLBUN;COLBUN;Coronel;Termoeléctricas;CE14G004;;Operativa;no aplica;no aplica;1;S/E SANTA MARIA 220KV;370;7,57;341,991;178;15-08-2012 0:00:00;TÉRMICA;no aplica;;;;no aplica;Carbon;BÍO BÍO;CONCEPCIÓN;CORONEL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;666299,7501;5898833,614;18H;;;;;;;;;;;;
106;CAPULLO;CAPULLO;E.E. CAPULLO;Puyehue;Hidroeléctricas;CE01G005;;Operativa;no aplica;no aplica;1;S/E PULELFU 66KV;12;1,307;11,84316;3,5;1995;ERNC;no aplica;;;;no aplica;MINI HIDRÁULICA DE PASADA;DE LOS LAGOS;OSORNO;PUYEHUE;1;PUYEHUE;no aplica;no aplica;no aplica;no aplica;no aplica;719265,8873;5478123,005;18G;;;;;;;;;;;;
107;LICÁN;ELÉCTRICA LICÁN;E.E. LICAN;Río Bueno;Hidroeléctricas;CE01G082;Central Ubicada en el sector de Mantilhue, fundo Lican, proximo a Lago Puyehue;Operativa;no aplica;no aplica;2;S/E MANTILHUE 110KV;18;0,25;17,955;2,88;04/06/2011 12:00:00 a.m.;ERNC;no aplica;;;;no aplica;Hidraulica Pasada;DE LOS RIOS;RANCO;RÍO BUENO;1;RIO BUENO;no aplica;no aplica;no aplica;no aplica;no aplica;719814,7704;5500400,727;18G;;;;;;;;;;;;
108;PULLINQUE;ELECTRICA PANGUIPULLI;E.E. PANGUIPULLI;Panguipulli;Hidroeléctricas;CE01G006;;Operativa;no aplica;no aplica;3;S/E PULLINQUE 66KV;51,4;;;0;1962;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;DE LOS RÍOS;VALDIVIA;PANGUIPULLI;1;PANGUIPULLI;no aplica;no aplica;no aplica;no aplica;no aplica;738999,2959;5613501,386;18H;;;;;;;;;;;;
109;PILMAIQUÉN;ELECTRICA PANGUIPULLI;E.E. PANGUIPULLI;Río Bueno;Hidroeléctricas;CE02G006;;Operativa;PILMAIQUEN;no aplica;5;S/E CENTRAL PILMAIQUEN 66KV;39;;;0;"1944 U1-U2-U3; 1945-U4; 1959-U5";HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA PASADA;DE LOS RÍOS;RANCO;RÍO BUENO;2;RIO BUENO;no aplica;no aplica;PUYEHUE;no aplica;no aplica;698751,9502;5498760,806;18G;;;;;;;;;;;;
110;CENIZAS;ELECTRICA CENIZAS;ELECTRICA CENIZAS;Copiapó;Termoeléctricas;CE01G039;;Operativa;no aplica;no aplica;3;S/E CARDONES 110KV B1;14,95;4,214046823;14,32;4;2009;TÉRMICA;no aplica;;;;no aplica;DIESEL;ATACAMA;COPIAPÓ;COPIAPÓ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;362485,9988;6959212,094;19J;;;;;;;;;;;;
111;PUNTILLA;PUNTILLA;PUNTILLA;Pirque;Hidroeléctricas;CE01G019;Central de Pasada;Operativa;no aplica;no aplica;3;S/E PUENTE ALTO 110KV;21,76;0,05;21,74912;0,7;"U1 1926; U2 1942; U3 2006";HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;METROPOLITANA DE SANTIAGO;CORDILLERA;PIRQUE;1;PIRQUE;no aplica;no aplica;no aplica;no aplica;no aplica;357594,2525;6279086,235;19H;;;;;;;;;;;;
112;NUEVA VENTANAS;ELÉCTRICA VENTANAS;AES GENER;Puchuncaví;Termoeléctricas;CE01G049;;Operativa;no aplica;no aplica;1;S/E CENTRAL NUEVA VENTANAS 220kV;272;8,46;248,9888;120;11/02/2010 12:00:00 a.m.;TÉRMICA;no aplica;;;;no aplica;Carbon;VALPARAÍSO;VALPARAÍSO;PUCHUNCAVÍ;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;267351,4714;6373720,311;19H;;;;;;;;;;;;
113;EMELDA;EMELDA;EMELDA;Diego de Almagro;Termoeléctricas;CE01G061;;Operativa;no aplica;no aplica;2;S/E CENTRAL EMELDA 110 KV;70,856;0,808682398;70,283;2;"25/06/2010 - U1; 21/09/2010 - U2";TÉRMICA;no aplica;;;;no aplica;DIESEL;ATACAMA;;;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;398023,969;7081793,011;19J;;;;;;;;;;;;
114;CARENA;ELECTRICA INDUSTRIAL;EMPRESA ELECTRICA INDUSTRIAL;Curacavi;Hidroeléctricas;CE10G028;PMG;Operativa;no aplica;no aplica;4;S/E CARENA 44KV;10;16;8,4;;1943;HIDRÁULICA;no aplica;;;;PMG;Mini Hidráulica de Pasada;METROPOLITANA DE SANTIAGO;;;3;CURACAVI;MAIPU;no aplica;PADRE HURTADO;no aplica;no aplica;318658,9719;6288406,03;19H;;;;;;;;;;;;
115;ABANICO;ENEL GENERACION;ENEL GENERACIÓN;Antuco;Hidroeléctricas;CE01G021;;Operativa;no aplica;no aplica;6;S/E ABANICO 154KV;136;;64,29;0;"1948 U1-U2-U3-U4; 1959 U5-U6";HIDRÁULICA;no aplica;'Diagrama PQ.pdf;;;no aplica;Hidraulica Pasada;BÍO BÍO;BÍO BÍO;ANTUCO;1;ANTUCO;no aplica;no aplica;no aplica;no aplica;no aplica;279546,8787;5861920,056;19H;Tiempo Partida: 13 m : 46 s                      Tiempo Detencion: 15 m : 20 s;;;;;;;;;;;
116;ANTUCO;ENEL GENERACION;ENEL GENERACIÓN;Tucapel;Hidroeléctricas;CE02G021;;Operativa;POLCURA;RUCUE - QUILLECO;2;S/E ANTUCO 220KV;320;;;20;1981;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;BÍO BÍO;BÍO BÍO;TUCAPEL;1;ANTUCO;no aplica;no aplica;no aplica;no aplica;no aplica;267089,0031;5867283,02;19H;Tiempo Partida: 19 m : 40 s                      Tiempo Detencion: 55m:02 s;;;;;;;;;;;
117;BOCAMINA;ENEL GENERACION;ENEL GENERACIÓN;Coronel;Termoeléctricas;CE03G021;;Operativa;no aplica;no aplica;1;S/E BOCAMINA 154kV;130;6;122,2;62;1970;TÉRMICA;no aplica;;;;no aplica;Carbon;BÍO BÍO;CONCEPCIÓN;CORONEL;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;663027,0162;5901174,024;18H;;;;;;;;;;;;
118;CANELA;ENEL GENERACION;ENEL GENERACIÓN;Canela;Eólicas;CE20G021;;Operativa;no aplica;no aplica;11;S/E LAS PALMAS 220KV BA-B;18,15;1;17,9685;0;27-12-2007 0:00:00;ERNC;no aplica;;;;no aplica;Eólica;COQUIMBO;CHOAPA;CANELA;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;252276,0001;6535518,994;19J;;;;;;;;;;;;
119;CIPRESES;ENEL GENERACION;ENEL GENERACIÓN;San Clemente;Hidroeléctricas;CE04G021;;Operativa;LAGUNA DEL MAULE - LAGUNA DE LA INVERNADA;no aplica;3;S/E CIPRESES 154KV B1;105;0,5;105,81;0;1955;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;MAULE;TALCA;SAN CLEMENTE;1;SAN CLEMENTE;no aplica;no aplica;no aplica;no aplica;no aplica;336495,0005;6038019,014;19H;Tiempo Partida: 5 m : 55 s                                                Tiempo Detencion: 60 m: 34 s;;;;;;;;;;;
120;DIEGO DE ALMAGRO;ENEL GENERACION;ENEL GENERACIÓN;Diego de Almagro;Termoeléctricas;CE05G021;;Operativa;no aplica;no aplica;1;S/E DIEGO DE ALMAGRO 110 KV B2;23,8;0,55;23,6691;2;1981;TÉRMICA;no aplica;;;;no aplica;DIESEL;ATACAMA;CHAÑARAL;DIEGO DE ALMAGRO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;396336;7079732,012;19J;;;;;;;;;;;;
121;EL TORO;ENEL GENERACION;ENEL GENERACIÓN;Antuco;Hidroeléctricas;CE07G021;;Operativa;LAGUNA LAJA;no aplica;4;S/E CENTRAL EL TORO 220KV B1;440;1,12;448,74;0;1973;HIDRÁULICA;no aplica;;;;no aplica;HIDRAULICA EMBALSE;BÍO BÍO;BÍO BÍO;ANTUCO;1;ANTUCO;no aplica;no aplica;no aplica;no aplica;no aplica;279333,7604;5869574,163;19H;Tiempo Partida: 4 m : 05 s                      Tiempo Detencion: 31m:47 s;;;;;;;;;;;
122;HUASCO TG;ENEL GENERACION;ENEL GENERACIÓN;Huasco;Termoeléctricas;CE08G021;;Operativa;no aplica;no aplica;3;S/E HUASCO 110KV;57;0,542105263;56,691;2;"1977 U1-U2; 1979-U3";TÉRMICA;no aplica;;;;no aplica;DIESEL;ATACAMA;HUASCO;HUASCO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;279458,9831;6848581,99;19J;;;;;;;;;;;;
123;ISLA;ENEL GENERACION;ENEL GENERACIÓN;San Clemente;Hidroeléctricas;CE09G021;;Operativa;no aplica;no aplica;2;S/E CENTRAL CIPRESES 154KV B2;79;0,342;69,88;10;"1963-U1; 1964-U2";HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;MAULE;TALCA;SAN CLEMENTE;1;SAN CLEMENTE;no aplica;no aplica;no aplica;no aplica;no aplica;334198,1292;6035738,718;19H;Tiempo Partida: 9 m : 56 s                                                Tiempo Detencion: 9 m: 27 s;;;;;;;;;;;
124;LOS MOLLES;ENEL GENERACION;ENEL GENERACIÓN;Monte Patria;Hidroeléctricas;CE10G021;;Operativa;no aplica;no aplica;2;S/E LOS MOLLES 66KV B1;18;0,54;17,95;2;1952;ERNC;no aplica;;;;no aplica;Mini Hidráulica de Pasada;COQUIMBO;;;1;MONTE PATRIA;no aplica;no aplica;no aplica;no aplica;no aplica;348089,2948;6597647,26;19J;Tiempo Partida: 9m :03 s                                       Tiempo Detencion: 40m:40 s;;;;;;;;;;;
125;PALMUCHO;ENEL GENERACION;ENEL GENERACIÓN;Alto Biobío;Hidroeléctricas;CE19G021;;Operativa;no aplica;no aplica;1;S/E ZONA DE CAIDA 66KV;32;0,15;31,952;15;28/11/2007 12:00:00 a.m.;HIDRÁULICA;no aplica;;;;no aplica;Hidraulica Pasada;BÍO BÍO;BÍO BÍO;ALTO BÍO BÍO;1;ALTO BIOBIO;no aplica;no aplica;no aplica;no aplica;no aplica;282470,8826;5787034,678;19H;Tiempo Partida: 4 m : 49 s                      Tiempo Detencion: 7m:30 s;;;;;;;;;;;
126;QUINTERO;ENEL GENERACION;ENEL GENERACIÓN;Quintero;Termoeléctricas;CE22G021;;Operativa;no aplica;no aplica;2;S/E QUINTERO 220KV;257;0,7;255,201;5;"1B 23/07/2009; 1A - 04/09/2009";TÉRMICA;no aplica;;;;no aplica;DIESEL;VALPARAÍSO;VALPARAÍSO;QUINTERO;1;no aplica;no aplica;no aplica;no aplica;no aplica;no aplica;267224,0327;6369582,037;19H;;;;;;;;;;;;
